-64	-1.8410291619388920e-17	-3.6440550244063466e-18	-6.4206083578588166e-18	 4.7750340846665481e-18
-63	-3.4372812311291276e-13	-1.5578882296348275e-09	 6.0842850797733538e-10	-1.2387057165606885e-10
-62	 7.6089254222226091e-18	 6.2062004109748859e-18	-8.7387350821479077e-19	-1.8972785161381566e-18
-61	 1.2490705387730253e-13	 7.8459054247874008e-10	-7.4612733156090448e-10	 1.0268365023029187e-09
-60	-1.1723181733647467e-17	-6.2291969967903375e-18	 3.2058183948782725e-18	-4.2567854811534679e-18
-59	-1.0766630539081963e-13	-9.4726418583371640e-10	-2.1263950673537847e-10	-1.8703629463399424e-09
-58	 2.6733476583778311e-18	-5.6351903023246897e-18	 1.0088861258438935e-18	 1.1730508780941797e-17
-57	 3.1469957485204415e-13	 3.4388598479358967e-09	 3.4061195619859882e-09	 2.9633572824741198e-09
-56	-3.5643437440520406e-18	-3.7687817408618911e-18	-9.1152256257999194e-18	 5.5068184757049123e-18
-55	-9.5782504426444488e-13	-1.2495032430840164e-08	 6.3806650716940264e-10	-1.6360397969461299e-11
-54	 3.7557184555069763e-18	 3.0194136681082864e-18	 1.1529060665350842e-17	 8.9809670736871915e-18
-53	 3.4972701224920863e-13	 6.0552928287808364e-09	-6.0509313089373965e-09	 5.8350152913830864e-09
-52	-9.9017042046971327e-18	-4.9349428151644345e-18	-3.7964226891290845e-18	 1.0260772432181524e-17
-51	-1.9262683635063855e-13	-5.2463969517765460e-09	 6.4840029735633164e-10	-1.0452522860415198e-08
-50	-3.7707006788632510e-18	 8.1713625748939830e-18	-9.3610418308776012e-18	-6.2077852702868794e-18
-49	 4.0991667101488901e-13	 1.5027373613000420e-08	 1.4692903368671229e-08	 1.8181969800459609e-08
-48	-3.9549558310111683e-18	-1.3905798490499030e-17	-1.0739252327072256e-18	-1.8303600073711145e-18
-47	-1.4634117172437066e-12	-6.6546828347487145e-08	-1.9606419075660171e-08	-2.9534039571225278e-09
-46	-2.3463610508699723e-18	-3.7077398356097494e-19	 8.6232050853135053e-18	 4.6907931061393197e-18
-45	 7.5667338463132490e-13	 4.6230186761203182e-08	-4.2817783327793512e-08	 2.8800232364407392e-08
-44	 5.3418120707402626e-18	 5.0264573254671270e-19	 5.2137418080842185e-19	-1.9469182292473136e-18
-43	-3.1105725080912937e-13	-3.3852751438352159e-08	 1.5455535485775910e-08	-6.3971230370216500e-08
-42	-3.0107915829431649e-18	 1.3445583206263690e-17	-1.0715837307351718e-18	 9.7407083640170175e-19
-41	 4.6940157120053377e-13	 7.6160818973732577e-08	 6.4460438716418280e-08	 1.1672400472072598e-07
-40	 1.7749563176870671e-18	-7.9562210902211695e-18	-5.4612830058842662e-18	-8.8744076192291950e-18
-39	-1.6184078148365523e-12	-3.5222036992260245e-07	-2.1293865643894062e-07	-7.1654909180162442e-08
-38	 1.8907964577539116e-19	 8.4861230724736030e-18	 2.5692299575631615e-18	 1.2208414983267018e-18
