-1024	-1.6847682515587476e-15	-1.9783288286107640e-15	 2.2005693642756142e-15	-1.8704958664256802e-15
-1023	-1.1045775485174794e-15	 1.3674370343058721e-15	 9.5662249280309939e-16	 2.9724052472259771e-15
-1022	 5.1728079204253636e-16	 7.7073821149864561e-16	 1.6951884084152176e-16	 2.1352992454239701e-15
-1021	 2.9652012297189252e-15	-6.2613027221887266e-15	-2.1573596250088081e-15	 2.6737255167695319e-15
-1020	-2.8966954847284567e-16	-7.7187170957592321e-16	-1.3283938560654610e-15	-1.4228575324430187e-15
-1019	 7.8824950358589680e-17	 1.9570876005731761e-15	-2.7949418475070517e-15	 1.6065056960391861e-15
-1018	 5.4325909770906218e-16	 1.8136308090250146e-15	 2.2836728933920835e-15	-3.2878695158663428e-16
-1017	-9.2804204184864733e-17	-6.3470164544544297e-16	-3.0498143294786284e-18	-1.5925632370406773e-15
-1016	-2.4152027831504408e-15	-1.4972617877340318e-15	 1.7794726491008256e-15	-1.2651319771499972e-15
-1015	 1.6176459361468334e-16	 8.1349751707069545e-16	 1.3967407105291716e-15	 9.7203917437029185e-16
-1014	 6.6602509440753824e-16	 5.0700704709799901e-16	 3.4209239843531167e-16	 1.6964764787693454e-15
-1013	-1.1699707586017516e-15	-2.7231175607089540e-15	-1.2595534894839227e-15	 1.6952010205991273e-15
-1012	-3.7576654804327768e-16	-5.0330807773374130e-16	-1.1221525864525549e-15	-1.0551838386768209e-15
-1011	 1.7944809221159539e-15	 4.4037851703179901e-16	-1.0210152865096450e-16	 2.4513815429670046e-15
-1010	 8.7395850476645544e-16	 1.3510176804201647e-15	 2.5176141903741251e-15	-3.5721000441591599e-16
-1009	-1.0182316229657185e-15	-1.1300177288852143e-16	-2.1965386672609202e-15	-1.1197206927210456e-15
-1008	-4.1898652954403536e-15	-2.2880310886525562e-15	 2.4675665878118495e-15	 2.2081357897526821e-16
-1007	 1.4536519679499113e-15	 3.0614784057225134e-16	 3.2141740379080746e-15	-1.0784810762716435e-15
-1006	 9.8930295387217186e-16	 3.8716910326260983e-16	 4.7926154150318643e-16	 1.9081245112704612e-15
-1005	-5.0061874203988905e-15	-1.1904781531446006e-15	-9.3639124017624276e-16	 5.3259890229636106e-15
-1004	-2.0623788565759357e-16	-2.6463234118137220e-16	-4.8450282513362245e-16	-6.7106682256374061e-16
-1003	 5.8092587357617157e-15	-3.5383216997059268e-15	 2.6016940324708346e-15	 6.0746554114693631e-15
-1002	-7.9865458031771071e-17	 3.8286511418095889e-16	 4.4040119180744047e-16	 5.9373126262009663e-16
-1001	-2.9574975910907300e-15	 1.2105603970849134e-15	-6.9795522756373783e-15	-1.3553896052878662e-15
-1000	 8.3595398819641694e-16	-1.1080722343766806e-15	-7.3098715758268948e-16	 2.1353774670301854e-16
-999	 3.8698785765257737e-15	-6.2559456614378505e-16	 8.3999906895177860e-15	-4.3518060583451772e-15
-998	-1.3822012384945252e-16	 4.1596277263935070e-16	-6.9354620053197949e-16	 3.2712459777499600e-17
-997	-1.3005540829644057e-14	 1.2374267492884426e-15	-3.0861733177464476e-15	 1.7978780621406657e-14
