-32	 3.7493213856823899e-18	 2.9022439568272234e-19	 7.6764293559392450e-18	-2.4516975856821597e-17
-31	-2.9534976135708795e-18	 1.6719118205192509e-19	-2.1500958387216333e-18	-5.3443379754307978e-18
-30	-4.8166831248151892e-18	 1.4687003373939926e-18	 7.8385658079778439e-18	 4.8678796829586502e-18
-29	-8.3496966045194266e-18	 2.9404896355105124e-18	 3.1543089841405425e-18	-5.1956192646126281e-18
-28	 2.4544445100534060e-18	-1.2287113853838379e-17	-7.9578076354075034e-19	-9.3386797460200562e-18
-27	 1.0015110158033423e-17	-1.4269444061313335e-17	 6.1395316195162493e-18	-1.2502475525887360e-17
-26	-5.3095339084130976e-18	 1.6498144372764440e-17	-1.0098380449142575e-17	 1.0865792151400253e-17
-25	-5.1523798715609101e-18	 9.7389252378537086e-18	-4.8996491327961658e-18	 5.8660952162070084e-19
-24	-2.1691101931554858e-18	 1.5246867809800966e-17	-1.1307847289799391e-18	 1.9798533513685784e-17
-23	-3.7486860443256504e-18	-8.0356971911219270e-18	 3.2788659352097356e-19	-1.1358259652327697e-17
-22	-1.2863221475136722e-16	-1.7001177924305424e-16	-1.3558910810253052e-16	-2.0854840637582109e-16
-21	-3.7166504917611998e-17	 3.4061766651613760e-17	-1.6633407009129445e-17	 1.2177592114722840e-17
-20	 4.6833239397703829e-15	 9.7373338494537131e-16	 6.0133601444603595e-15	-9.5736110249697934e-17
-19	 4.0976081154848219e-18	-1.2564158818369080e-17	-2.6706231804166308e-19	 1.3108929697020877e-18
-18	-2.6256632681180813e-13	-4.6652410801564264e-14	-2.0785314840260745e-13	 3.1309240581199071e-14
-17	 5.7667624500443164e-19	 1.2698016630082023e-17	 7.8150331174891309e-19	-9.0340815931394999e-18
-16	 1.0654075305281876e-13	 6.2667626528036868e-12	-1.3649916772850212e-12	 4.5797766605295186e-12
-15	-1.8284518079313191e-18	-4.0632907498823712e-18	-1.0088611328694565e-17	-6.1070823686091963e-18
