0 	 0.000000000000000 0.300000000000000 1.300000000000000  0.500000000000000 -0.042459377180983  0.827653559143217 -0.462680822854034 0.542609995817543 0.904818797427885 2.904797110106756 0.344258122717303 0.990494170695819 2.668904811279252
1 	 0.000976562500000 0.300000000000000 1.300000000000000  0.500382869432298 -0.041787092329953  0.827740485397163 -0.462632903105070 0.542728446467191 0.904688986281047 2.904797110106756 0.344258122717303 0.990442240837651 2.668888636635026
2 	 0.001953125000000 0.300000000000000 1.300000000000000  0.500765725808115 -0.041113298132218  0.827828605295880 -0.462585664759982 0.542847670330623 0.904557032930287 2.904797110106756 0.344258122717303 0.990390333460008 2.668870900451733
3 	 0.002929687500000 0.300000000000000 1.300000000000000  0.501148556071058 -0.040438019364478  0.827917905958923 -0.462539114740393 0.542967650037429 0.904422957704125 2.904797110106756 0.344258122717303 0.990338456313742 2.668851605050202
4 	 0.003906250000000 0.300000000000000 1.300000000000000  0.501531347164915 -0.039761280836869  0.828008374342938 -0.462493259873089 0.543088368123260 0.904286781213115 2.904797110106756 0.344258122717303 0.990286617129910 2.668830752949158
5 	 0.004882812500000 0.300000000000000 1.300000000000000  0.501914086033734 -0.039083107392234  0.828099997243382 -0.462448106889108 0.543209807032082 0.904148524346535 2.904797110106756 0.344258122717303 0.990234823618694 2.668808346865050
6 	 0.005859375000000 0.300000000000000 1.300000000000000  0.502296759621924 -0.038403523905398  0.828192761296293 -0.462403662422830 0.543331949118449 0.904008208269044 2.904797110106756 0.344258122717303 0.990183083468324 2.668784389711889
7 	 0.006835937500000 0.300000000000000 1.300000000000000  0.502679354874334 -0.037722555282460  0.828286652980019 -0.462359933011078 0.543454776649743 0.903865854417306 2.904797110106756 0.344258122717303 0.990131404344022 2.668758884601065
8 	 0.007812500000000 0.300000000000000 1.300000000000000  0.503061858736352 -0.037040226460076  0.828381658617007 -0.462316925092236 0.543578271808450 0.903721484496610 2.904797110106756 0.344258122717303 0.990079793886947 2.668731834841150
9 	 0.008789062500000 0.300000000000000 1.300000000000000  0.503444258153987 -0.036356562404765  0.828477764375599 -0.462274645005367 0.543702416694424 0.903575120477470 2.904797110106756 0.344258122717303 0.990028259713169 2.668703243937702
10 	 0.009765625000000 0.300000000000000 1.300000000000000  0.503826540073965 -0.035671588112212  0.828574956271830 -0.462233098989347 0.543827193327155 0.903426784592187 2.904797110106756 0.344258122717303 0.989976809412637 2.668673115593046
11 	 0.010742187500000 0.300000000000000 1.300000000000000  0.504208691443820 -0.034985328606581  0.828673220171261 -0.462192293182008 0.543952583648046 0.903276499331416 2.904797110106756 0.344258122717303 0.989925450548167 2.668641453706053
12 	 0.011718750000000 0.300000000000000 1.300000000000000  0.504590699211984 -0.034297808939835  0.828772541790812 -0.462152233619298 0.544078569522688 0.903124287440717 2.904797110106756 0.344258122717303 0.989874190654446 2.668608262371901
13 	 0.012695312500000 0.300000000000000 1.300000000000000  0.504972550327884 -0.033609054191063  0.828872906700621 -0.462112926234427 0.544205132743136 0.902970171917037 2.904797110106756 0.344258122717303 0.989823037237040 2.668573545881830
