0 	 0.000000000000000 0.900000000000000 1.300000000000000  0.500000000000000 -0.125885738881935  0.772447471915869 -0.523602424368758 0.449479105265205 0.985361927204257 2.395609739055823 0.417430260749677 1.043799788580806 2.653156685978042
1 	 0.000976562500000 0.900000000000000 1.300000000000000  0.501090415363070 -0.123832454508789  0.773369155798510 -0.522985833812077 0.450782047846794 0.983664848742134 2.395609739055823 0.417430260749677 1.043059571245496 2.652930614898870
2 	 0.001953125000000 0.900000000000000 1.300000000000000  0.502180803760382 -0.121777421272737  0.774302672977991 -0.522377564151839 0.452090192470697 0.981950510875066 2.395609739055823 0.417430260749677 1.042323396225768 2.652689924541822
3 	 0.002929687500000 0.900000000000000 1.300000000000000  0.503271138240970 -0.119720690612810  0.775247800483570 -0.521777763503475 0.453403364251743 0.980219337581066 2.395609739055823 0.417430260749677 1.041591318862742 2.652434598169328
4 	 0.003906250000000 0.900000000000000 1.300000000000000  0.504361391883434 -0.117662312842054  0.776204314534683 -0.521186578521138 0.454721387144884 0.978471751099474 2.395609739055823 0.417430260749677 1.040863393511893 2.652164618906480
5 	 0.004882812500000 0.900000000000000 1.300000000000000  0.505451537810672 -0.115602337164242  0.777171990882366 -0.520604154175964 0.456044084137072 0.976708171412650 2.395609739055823 0.417430260749677 1.040139673559120 2.651879969752263
6 	 0.005859375000000 0.900000000000000 1.300000000000000  0.506541549204543 -0.113540811691032  0.778150605150824 -0.520030633537958 0.457371277443698 0.974929015737415 2.395609739055823 0.417430260749677 1.039420211434920 2.651580633590989
7 	 0.006835937500000 0.900000000000000 1.300000000000000  0.507631399320453 -0.111477783459530  0.779139933178281 -0.519466157562126 0.458702788708901 0.973134698027821 2.395609739055823 0.417430260749677 1.038705058626781 2.651266593203996
8 	 0.007812500000000 0.900000000000000 1.300000000000000  0.508721061501830 -0.109413298450263  0.780139751356139 -0.518910864879351 0.460038439209053 0.971325628490541 2.395609739055823 0.417430260749677 1.037994265689924 2.650937831281637
9 	 0.008789062500000 0.900000000000000 1.300000000000000  0.509810509194479 -0.107347401605491  0.781149836965578 -0.518364891592536 0.461378050058738 0.969502213114249 2.395609739055823 0.417430260749677 1.037287882256496 2.650594330435609
10 	 0.009765625000000 0.900000000000000 1.300000000000000  0.510899715960790 -0.105280136847882  0.782169968510616 -0.517828371078530 0.462721442418489 0.967664853214302 2.395609739055823 0.417430260749677 1.036585957043335 2.650236073211657
11 	 0.010742187500000 0.900000000000000 1.300000000000000  0.511988655493778 -0.103211547099476  0.783199926046788 -0.517301433796233 0.464068437703589 0.965813944993778 2.395609739055823 0.417430260749677 1.035888537858436 2.649863042102699
12 	 0.011718750000000 0.900000000000000 1.300000000000000  0.513077301630947 -0.101141674300947  0.784239491504424 -0.516784207101457 0.465418857793175 0.963949879122283 2.395609739055823 0.417430260749677 1.035195671606217 2.649475219562405
13 	 0.012695312500000 0.900000000000000 1.300000000000000  0.514165628367939 -0.099070559431127  0.785288449005746 -0.516276815068860 0.466772525238960 0.962073040333385 2.395609739055823 0.417430260749677 1.034507404291720 2.649072588019290
14 	 0.013671875000000 0.900000000000000 1.300000000000000  0.515253609871971 -0.096998242526761  0.786346585174780 -0.515779378321417 0.468129263472810 0.960183807041801 2.395609739055823 0.417430260749677 1.033823781023841 2.648655129891330
15 	 0.014648437500000 0.900000000000000 1.300000000000000  0.516341220495032 -0.094924762702471  0.787413689439313 -0.515292013867806 0.469488897012487 0.958282550981295 2.395609739055823 0.417430260749677 1.033144846017723 2.648222827601177
16 	 0.015625000000000 0.900000000000000 1.300000000000000  0.517428434786818 -0.092850158170921  0.788489554323939 -0.514814834948056 0.470851251664808 0.956369636864116 2.395609739055823 0.417430260749677 1.032470642596398 2.647775663591983
17 	 0.016601562500000 0.900000000000000 1.300000000000000  0.518515227507398 -0.090774466263130  0.789573975733436 -0.514347950887796 0.472216154725522 0.954445422062812 2.395609739055823 0.417430260749677 1.031801213191800 2.647313620343888
18 	 0.017578125000000 0.900000000000000 1.300000000000000  0.519601573639590 -0.088697723448941  0.790666753225624 -0.513891466961408 0.473583435175219 0.952510256315110 2.395609739055823 0.417430260749677 1.031136599345258 2.646836680391207
19 	 0.018554687500000 0.900000000000000 1.300000000000000  0.520687448401029 -0.086619965357601  0.791767690272913 -0.513445484264382 0.474952923870548 0.950564481452580 2.395609739055823 0.417430260749677 1.030476841707541 2.646344826340351
20 	 0.019531250000000 0.900000000000000 1.300000000000000  0.521772827255921 -0.084541226798446  0.792876594511821 -0.513010099595107 0.476324453730119 0.948608431153548 2.395609739055823 0.417430260749677 1.029821980038587 2.645838040888517
21 	 0.020507812500000 0.900000000000000 1.300000000000000  0.522857685926457 -0.082461541781664  0.793993277979669 -0.512585405346338 0.477697859914371 0.946642430720842 2.395609739055823 0.417430260749677 1.029172053206975 2.645316306843178
22 	 0.021484375000000 0.900000000000000 1.300000000000000  0.523942000403881 -0.080380943539111  0.795117557337838 -0.512171489406539 0.479072979998830 0.944666796884695 2.395609739055823 0.417430260749677 1.028527099189258 2.644779607142416
23 	 0.022460937500000 0.900000000000000 1.300000000000000  0.525025746959201 -0.078299464545180  0.796249254080850 -0.511768435071293 0.480449654140093 0.942681837631237 2.395609739055823 0.417430260749677 1.027887155069205 2.644227924876114
24 	 0.023437500000000 0.900000000000000 1.300000000000000  0.526108902153522 -0.076217136537679  0.797388194730746 -0.511376320964902 0.481827725233987 0.940687852056711 2.395609739055823 0.417430260749677 1.027252257037069 2.643661243308050
25 	 0.024414062500000 0.900000000000000 1.300000000000000  0.527191442847999 -0.074133990538723  0.798534211016066 -0.510995220972310 0.483207039065283 0.938685130247638 2.395609739055823 0.417430260749677 1.026622440388927 2.643079545898904
26 	 0.025390625000000 0.900000000000000 1.300000000000000  0.528273346213394 -0.072050056875615  0.799687140034992 -0.510625204181468 0.484587444448486 0.936673953187043 2.395609739055823 0.417430260749677 1.025997739526163 2.642482816330222
27 	 0.026367187500000 0.900000000000000 1.300000000000000  0.529354589739223 -0.069965365201701  0.800846824402109 -0.510266334836187 0.485968793359138 0.934654592686723 2.395609739055823 0.417430260749677 1.025378187955179 2.641871038529338
28 	 0.027343750000000 0.900000000000000 1.300000000000000  0.530435151242501 -0.067879944517181  0.802013112378323 -0.509918672299531 0.487350941055178 0.932627311345472 2.395609739055823 0.417430260749677 1.024763818287368 2.641244196695284
29 	 0.028320312500000 0.900000000000000 1.300000000000000  0.531515008876044 -0.065793823189872  0.803185857983579 -0.509582271027786 0.488733746187910 0.930592362533181 2.395609739055823 0.417430260749677 1.024154662239416 2.640602275325719
30 	 0.029296875000000 0.900000000000000 1.300000000000000  0.532594141136360 -0.063707028975911  0.804364921091940 -0.509257180554967 0.490117070902146 0.928549990400532 2.395609739055823 0.417430260749677 1.023550750633982 2.639945259244852
31 	 0.030273437500000 0.900000000000000 1.300000000000000  0.533672526871084 -0.061619589040369  0.805550167508804 -0.508943445487897 0.491500780925165 0.926500429914084 2.395609739055823 0.417430260749677 1.022952113400800 2.639273133632422
32 	 0.031250000000000 0.900000000000000 1.300000000000000  0.534750145285979 -0.059531529977789  0.806741469029933 -0.508641105511747 0.492884745644121 0.924443906916306 2.395609739055823 0.417430260749677 1.022358779578233 2.638585884053700
33 	 0.032226562500000 0.900000000000000 1.300000000000000  0.535826975951469 -0.057442877832626  0.807938703482107 -0.508350195405973 0.494268838171604 0.922380638210179 2.395609739055823 0.417430260749677 1.021770777315333 2.637883496490544
34 	 0.033203125000000 0.900000000000000 1.300000000000000  0.536902998808729 -0.055353658119585  0.809141754745237 -0.508070745070622 0.495652935399079 0.920310831667924 2.395609739055823 0.417430260749677 1.021188133874415 2.637165957373494
35 	 0.034179687500000 0.900000000000000 1.300000000000000  0.537978194175302 -0.053263895843843  0.810350512755814 -0.507802779562775 0.497036918037958 0.918234686363184 2.395609739055823 0.417430260749677 1.020610875634195 2.636433253614930
36 	 0.035156250000000 0.900000000000000 1.300000000000000  0.539052542750243 -0.051173615521158  0.811564873491652 -0.507546319143095 0.498420670648126 0.916152392726176 2.395609739055823 0.417430260749677 1.020039028093489 2.635685372643256
37 	 0.036132812500000 0.900000000000000 1.300000000000000  0.540126025618791 -0.049082841197859  0.812784738937907 -0.507301379332262 0.499804081653761 0.914064132721061 2.395609739055823 0.417430260749677 1.019472615875505 2.634922302438139
38 	 0.037109375000000 0.900000000000000 1.300000000000000  0.541198624256571 -0.046991596470702  0.814010017034392 -0.507067970977136 0.501187043346317 0.911970080044849 2.395609739055823 0.417430260749677 1.018911662732740 2.634144031566754
39 	 0.038085937500000 0.900000000000000 1.300000000000000  0.542270320533296 -0.044899904506602  0.815240621604309 -0.506846100326442 0.502569451874607 0.909870400347011 2.395609739055823 0.417430260749677 1.018356191552491 2.633350549221066
40 	 0.039062500000000 0.900000000000000 1.300000000000000  0.543341096715996 -0.042807788062230  0.816476472264517 -0.506635769115776 0.503951207221949 0.907765251469043 2.395609739055823 0.417430260749677 1.017806224362972 2.632541845256092
41 	 0.040039062500000 0.900000000000000 1.300000000000000  0.544410935471749 -0.040715269503477  0.817717494317537 -0.506436974661696 0.505332213170364 0.905654783703053 2.395609739055823 0.417430260749677 1.017261782340068 2.631717910229149
42 	 0.041015625000000 0.900000000000000 1.300000000000000  0.545479819869925 -0.038622370824786  0.818963618625547 -0.506249709964630 0.506712377251893 0.903539140068454 2.395609739055823 0.417430260749677 1.016722885814692 2.630878735440042
43 	 0.041992187500000 0.900000000000000 1.300000000000000  0.546547733383927 -0.036529113668343  0.820214781466596 -0.506073963820359 0.508091610687076 0.901418456605839 2.395609739055823 0.417430260749677 1.016189554280761 2.630024312972200
44 	 0.042968750000000 0.900000000000000 1.300000000000000  0.547614659892437 -0.034435519343143  0.821470924373458 -0.505909720939775 0.509469828310754 0.899292862686983 2.395609739055823 0.417430260749677 1.015661806403780 2.629154635734684
45 	 0.043945312500000 0.900000000000000 1.300000000000000  0.548680583680157 -0.032341608843920  0.822731993955422 -0.505756962076658 0.510846948485313 0.897162481340062 2.395609739055823 0.417430260749677 1.015139660030021 2.628269697505069
46 	 0.044921875000000 0.900000000000000 1.300000000000000  0.549745489438050 -0.030247402869949  0.823997941703540 -0.505615664163083 0.512222893001618 0.895027429588824 2.395609739055823 0.417430260749677 1.014623132196278 2.627369492973148
47 	 0.045898437500000 0.900000000000000 1.300000000000000  0.550809362263067 -0.028152921843722  0.825268723779672 -0.505485800452214 0.513597586967795 0.892887818804822 2.395609739055823 0.417430260749677 1.014112239140205 2.626454017785415
48 	 0.046875000000000 0.900000000000000 1.300000000000000  0.551872187657366 -0.026058185929506  0.826544300789999 -0.505367340668125 0.514970958686219 0.890743755071496 2.395609739055823 0.417430260749677 1.013606996311184 2.625523268590291
49 	 0.047851562500000 0.900000000000000 1.300000000000000  0.552933951527021 -0.023963215051777  0.827824637543398 -0.505260251162261 0.516342939518923 0.888595339558949 2.395609739055823 0.417430260749677 1.013107418381741 2.624577243084036
50 	 0.048828125000000 0.900000000000000 1.300000000000000  0.553994640180214 -0.021868028913551  0.829109702795419 -0.505164495076243 0.517713463741850 0.886442668908315 2.395609739055823 0.417430260749677 1.012613519259464 2.623615940057307
51 	 0.049804687500000 0.900000000000000 1.300000000000000  0.555054240324905 -0.019772647014606  0.830399468978385 -0.505080032510586 0.519082468388262 0.884285835624503 2.395609739055823 0.417430260749677 1.012125312099407 2.622639359442297
52 	 0.050781250000000 0.900000000000000 1.300000000000000  0.556112739065983 -0.017677088669600  0.831693911918335 -0.505006820699004 0.520449893081727 0.882124928476148 2.395609739055823 0.417430260749677 1.011642809316958 2.621647502360403
53 	 0.051757812500000 0.900000000000000 1.300000000000000  0.557170123901893 -0.015581373026108  0.832993010539527 -0.504944814187864 0.521815679859143 0.879960032901562 2.395609739055823 0.417430260749677 1.011166022601146 2.620640371170367
54 	 0.052734375000000 0.900000000000000 1.300000000000000  0.558226382720737 -0.013485519082560  0.834296746557188 -0.504893965020427 0.523179772984227 0.877791231419494 2.395609739055823 0.417430260749677 1.010694962928358 2.619617969516817
55 	 0.053710937500000 0.900000000000000 1.300000000000000  0.559281503795838 -0.011389545706119  0.835605104159343 -0.504854222925448 0.524542118752001 0.875618604043479 2.395609739055823 0.417430260749677 1.010229640576432 2.618580302379147
56 	 0.054687500000000 0.900000000000000 1.300000000000000  0.560335475780775 -0.009293471650471  0.836918069678455 -0.504825535509731 0.525902665284766 0.873442228698573 2.395609739055823 0.417430260749677 1.009770065139116 2.617527376120674
57 	 0.055664062500000 0.900000000000000 1.300000000000000  0.561388287703875 -0.007197315573574  0.838235631253755 -0.504807848454199 0.527261362320128 0.871262181639247 2.395609739055823 0.417430260749677 1.009316245540841 2.616459198537985
58 	 0.056640625000000 0.900000000000000 1.300000000000000  0.562439928962170 -0.005101096055341  0.839557778485084 -0.504801105713085 0.528618160991645 0.869078537867284 2.395609739055823 0.417430260749677 1.008868190051802 2.615375778910411
59 	 0.057617187500000 0.900000000000000 1.300000000000000  0.563490389314796 -0.003004831615289  0.840884502079148 -0.504805249715785 0.529973013602702 0.866891371548445 2.395609739055823 0.417430260749677 1.008425906303293 2.614277128049556
60 	 0.058593750000000 0.900000000000000 1.300000000000000  0.564539658875852 -0.000908540730151  0.842215793489059 -0.504820221570920 0.531325873394205 0.864700756426709 2.395609739055823 0.417430260749677 1.007989401303291 2.613163258348785
61 	 0.059570312500000 0.900000000000000 1.300000000000000  0.565587728106702  0.001187758148529  0.843551644548072 -0.504845961272202 0.532676694306746 0.862506766234966 2.395609739055823 0.417430260749677 1.007558681452235 2.612034183832612
